,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,state
2570,2570,0.44926443696022034,2026-03-14 08:37:02.964406,2026-03-14 08:37:17.299361,0 days 00:00:14.334955,tanh,0.0,3,0.5,COMPLETE
2571,2571,0.450308233499527,2026-03-14 08:37:17.466365,2026-03-14 08:37:32.174706,0 days 00:00:14.708341,tanh,0.0,3,0.55,COMPLETE
2572,2572,0.4307480454444885,2026-03-14 08:37:32.345136,2026-03-14 08:37:46.711769,0 days 00:00:14.366633,tanh,0.0,3,0.5,COMPLETE
2573,2573,0.420099675655365,2026-03-14 08:37:46.868801,2026-03-14 08:38:01.118637,0 days 00:00:14.249836,tanh,0.0,3,0.5,COMPLETE
2574,2574,0.647235631942749,2026-03-14 08:38:01.273755,2026-03-14 08:38:15.725440,0 days 00:00:14.451685,sigmoid,0.05,3,0.5,COMPLETE
2575,2575,0.4632246196269989,2026-03-14 08:38:15.896965,2026-03-14 08:38:30.180541,0 days 00:00:14.283576,tanh,0.0,3,0.55,COMPLETE
2576,2576,0.4357006251811981,2026-03-14 08:38:30.318056,2026-03-14 08:38:44.804692,0 days 00:00:14.486636,tanh,0.0,3,0.5,COMPLETE
2577,2577,0.436727374792099,2026-03-14 08:38:44.991641,2026-03-14 08:38:59.177476,0 days 00:00:14.185835,tanh,0.0,3,0.55,COMPLETE
2578,2578,0.42982640862464905,2026-03-14 08:38:59.330990,2026-03-14 08:39:13.967307,0 days 00:00:14.636317,tanh,0.05,3,0.6,COMPLETE
2579,2579,0.44636356830596924,2026-03-14 08:39:14.121374,2026-03-14 08:39:28.823862,0 days 00:00:14.702488,tanh,0.0,3,0.5,COMPLETE
2580,2580,0.4467507004737854,2026-03-14 08:39:28.971895,2026-03-14 08:39:43.159432,0 days 00:00:14.187537,tanh,0.0,4,0.5,COMPLETE
2581,2581,0.4447456896305084,2026-03-14 08:39:43.322063,2026-03-14 08:39:57.796809,0 days 00:00:14.474746,tanh,0.0,3,0.5,COMPLETE
2582,2582,0.4518786370754242,2026-03-14 08:39:57.953101,2026-03-14 08:40:12.409050,0 days 00:00:14.455949,tanh,0.25,3,0.55,COMPLETE
2583,2583,0.45841050148010254,2026-03-14 08:40:12.564581,2026-03-14 08:40:26.940726,0 days 00:00:14.376145,tanh,0.0,3,0.5,COMPLETE
2584,2584,0.6430697441101074,2026-03-14 08:40:27.130752,2026-03-14 08:40:42.255333,0 days 00:00:15.124581,tanh,0.0,7,0.5,COMPLETE
2585,2585,0.49374547600746155,2026-03-14 08:40:42.405404,2026-03-14 08:40:56.482752,0 days 00:00:14.077348,tanh,0.0,2,0.6,COMPLETE
2586,2586,0.4915720820426941,2026-03-14 08:40:56.684780,2026-03-14 08:41:11.264803,0 days 00:00:14.580023,relu,0.0,3,0.55,COMPLETE
2587,2587,0.4431352913379669,2026-03-14 08:41:11.419325,2026-03-14 08:41:25.675783,0 days 00:00:14.256458,tanh,0.0,3,0.5,COMPLETE
2588,2588,0.43603309988975525,2026-03-14 08:41:25.874810,2026-03-14 08:41:40.869045,0 days 00:00:14.994235,tanh,0.05,3,0.5,COMPLETE
2589,2589,0.642840564250946,2026-03-14 08:41:41.005816,2026-03-14 08:41:56.279474,0 days 00:00:15.273658,tanh,0.0,7,0.5,COMPLETE
2590,2590,0.4551439583301544,2026-03-14 08:41:56.439493,2026-03-14 08:42:11.082298,0 days 00:00:14.642805,tanh,0.0,3,0.55,COMPLETE
2591,2591,0.47212502360343933,2026-03-14 08:42:11.237902,2026-03-14 08:42:25.495559,0 days 00:00:14.257657,tanh,0.0,3,0.95,COMPLETE
2592,2592,0.45502105355262756,2026-03-14 08:42:25.648078,2026-03-14 08:42:39.857628,0 days 00:00:14.209550,tanh,0.0,3,0.5,COMPLETE
2593,2593,0.4743209779262543,2026-03-14 08:42:40.015154,2026-03-14 08:42:54.659437,0 days 00:00:14.644283,tanh,0.0,3,0.6,COMPLETE
2594,2594,0.4392798840999603,2026-03-14 08:42:54.818024,2026-03-14 08:43:09.269818,0 days 00:00:14.451794,tanh,0.0,3,0.5,COMPLETE
2595,2595,0.6436653137207031,2026-03-14 08:43:09.427851,2026-03-14 08:43:23.731373,0 days 00:00:14.303522,sigmoid,0.0,3,0.5,COMPLETE
2596,2596,0.4678301513195038,2026-03-14 08:43:23.891898,2026-03-14 08:43:38.398491,0 days 00:00:14.506593,tanh,0.05,3,0.6,COMPLETE
2597,2597,0.47113293409347534,2026-03-14 08:43:38.558524,2026-03-14 08:43:53.064380,0 days 00:00:14.505856,tanh,0.0,3,0.55,COMPLETE
2598,2598,0.46888023614883423,2026-03-14 08:43:53.242096,2026-03-14 08:44:07.527221,0 days 00:00:14.285125,tanh,0.0,3,0.5,COMPLETE
2599,2599,0.47220826148986816,2026-03-14 08:44:07.677997,2026-03-14 08:44:21.786302,0 days 00:00:14.108305,tanh,0.0,3,0.5,COMPLETE
2600,2600,0.4541776776313782,2026-03-14 08:44:21.944201,2026-03-14 08:44:36.440220,0 days 00:00:14.496019,tanh,0.0,3,0.5,COMPLETE
2601,2601,0.4607321321964264,2026-03-14 08:44:36.602246,2026-03-14 08:44:51.006112,0 days 00:00:14.403866,tanh,0.1,3,0.55,COMPLETE
2602,2602,0.46889254450798035,2026-03-14 08:44:51.333068,2026-03-14 08:45:05.647834,0 days 00:00:14.314766,tanh,0.0,3,0.5,COMPLETE
2603,2603,0.4518450200557709,2026-03-14 08:45:05.819574,2026-03-14 08:45:20.203434,0 days 00:00:14.383860,tanh,0.0,3,0.6,COMPLETE
2604,2604,0.47110843658447266,2026-03-14 08:45:20.377880,2026-03-14 08:45:34.834337,0 days 00:00:14.456457,tanh,0.0,3,0.5,COMPLETE
2605,2605,0.4628981649875641,2026-03-14 08:45:35.164522,2026-03-14 08:45:49.364550,0 days 00:00:14.200028,tanh,0.0,3,0.55,COMPLETE
2606,2606,0.4759769141674042,2026-03-14 08:45:49.517113,2026-03-14 08:46:04.237612,0 days 00:00:14.720499,tanh,0.4,3,0.5,COMPLETE
2607,2607,0.4406481981277466,2026-03-14 08:46:04.396130,2026-03-14 08:46:18.720151,0 days 00:00:14.324021,tanh,0.0,3,0.55,COMPLETE
2608,2608,0.5192289352416992,2026-03-14 08:46:18.878160,2026-03-14 08:46:33.129812,0 days 00:00:14.251652,relu,0.05,2,0.5,COMPLETE
2609,2609,0.43822941184043884,2026-03-14 08:46:33.293402,2026-03-14 08:46:47.789146,0 days 00:00:14.495744,tanh,0.0,3,0.5,COMPLETE
2610,2610,0.49136486649513245,2026-03-14 08:46:47.984192,2026-03-14 08:47:02.338002,0 days 00:00:14.353810,tanh,0.0,3,0.6,COMPLETE
2611,2611,0.42645350098609924,2026-03-14 08:47:02.512535,2026-03-14 08:47:16.561880,0 days 00:00:14.049345,tanh,0.0,3,0.5,COMPLETE
2612,2612,0.4506181478500366,2026-03-14 08:47:16.760945,2026-03-14 08:47:31.288153,0 days 00:00:14.527208,tanh,0.0,4,0.5,COMPLETE
2613,2613,0.4632122218608856,2026-03-14 08:47:31.448678,2026-03-14 08:47:45.734922,0 days 00:00:14.286244,tanh,0.0,3,0.55,COMPLETE
2614,2614,0.810465931892395,2026-03-14 08:47:45.896702,2026-03-14 08:48:00.093648,0 days 00:00:14.196946,tanh,0.0,3,0.5,COMPLETE
2615,2615,0.4449472725391388,2026-03-14 08:48:00.260236,2026-03-14 08:48:15.054186,0 days 00:00:14.793950,tanh,0.05,3,0.6,COMPLETE
2616,2616,0.4168072044849396,2026-03-14 08:48:15.217837,2026-03-14 08:48:29.306787,0 days 00:00:14.088950,tanh,0.0,3,0.5,COMPLETE
2617,2617,0.644621729850769,2026-03-14 08:48:29.477301,2026-03-14 08:48:43.702671,0 days 00:00:14.225370,sigmoid,0.0,3,0.55,COMPLETE
2618,2618,0.42346006631851196,2026-03-14 08:48:43.870614,2026-03-14 08:48:58.336218,0 days 00:00:14.465604,tanh,0.0,3,0.5,COMPLETE
2619,2619,0.43755245208740234,2026-03-14 08:48:58.512248,2026-03-14 08:49:12.845240,0 days 00:00:14.332992,tanh,0.0,3,0.5,COMPLETE
2620,2620,0.4324170649051666,2026-03-14 08:49:13.023430,2026-03-14 08:49:27.357233,0 days 00:00:14.333803,tanh,0.25,3,0.5,COMPLETE
2621,2621,0.45446744561195374,2026-03-14 08:49:27.515754,2026-03-14 08:49:42.070104,0 days 00:00:14.554350,tanh,0.0,3,0.55,COMPLETE
2622,2622,0.5051867961883545,2026-03-14 08:49:42.231501,2026-03-14 08:49:56.637405,0 days 00:00:14.405904,tanh,0.0,3,0.55,COMPLETE
2623,2623,0.6431959867477417,2026-03-14 08:49:56.814437,2026-03-14 08:50:11.885774,0 days 00:00:15.071337,tanh,0.0,5,0.5,COMPLETE
2624,2624,0.4561476707458496,2026-03-14 08:50:12.051814,2026-03-14 08:50:26.565130,0 days 00:00:14.513316,tanh,0.05,3,0.6,COMPLETE
2625,2625,0.7213002443313599,2026-03-14 08:50:26.758750,2026-03-14 08:50:41.758838,0 days 00:00:15.000088,tanh,0.5,4,0.5,COMPLETE
2626,2626,0.44032350182533264,2026-03-14 08:50:41.945867,2026-03-14 08:50:56.273174,0 days 00:00:14.327307,tanh,0.0,3,0.5,COMPLETE
2627,2627,0.4612061083316803,2026-03-14 08:50:56.474327,2026-03-14 08:51:10.980147,0 days 00:00:14.505820,tanh,0.0,3,0.55,COMPLETE
2628,2628,0.48273637890815735,2026-03-14 08:51:11.157239,2026-03-14 08:51:25.584470,0 days 00:00:14.427231,tanh,0.0,3,0.5,COMPLETE
2629,2629,0.46077606081962585,2026-03-14 08:51:25.753332,2026-03-14 08:51:40.268553,0 days 00:00:14.515221,tanh,0.05,3,0.6,COMPLETE
2630,2630,0.4817534387111664,2026-03-14 08:51:40.445578,2026-03-14 08:51:54.911295,0 days 00:00:14.465717,relu,0.0,3,0.5,COMPLETE
2631,2631,0.45061394572257996,2026-03-14 08:51:55.121328,2026-03-14 08:52:09.538692,0 days 00:00:14.417364,tanh,0.0,3,0.55,COMPLETE
2632,2632,0.41174155473709106,2026-03-14 08:52:09.728556,2026-03-14 08:52:24.201891,0 days 00:00:14.473335,tanh,0.0,3,0.5,COMPLETE
2633,2633,0.4586183428764343,2026-03-14 08:52:24.384300,2026-03-14 08:52:38.659573,0 days 00:00:14.275273,tanh,0.0,3,1.0,COMPLETE
2634,2634,0.4897322356700897,2026-03-14 08:52:38.838115,2026-03-14 08:52:53.161164,0 days 00:00:14.323049,tanh,0.0,3,0.5,COMPLETE
2635,2635,0.4997706115245819,2026-03-14 08:52:53.363230,2026-03-14 08:53:07.831844,0 days 00:00:14.468614,tanh,0.0,3,0.5,COMPLETE
2636,2636,0.47652241587638855,2026-03-14 08:53:08.008877,2026-03-14 08:53:22.226503,0 days 00:00:14.217626,tanh,0.0,3,0.6,COMPLETE
2637,2637,0.4536392092704773,2026-03-14 08:53:22.409534,2026-03-14 08:53:37.340563,0 days 00:00:14.931029,tanh,0.05,3,0.5,COMPLETE
2638,2638,0.45029547810554504,2026-03-14 08:53:37.531591,2026-03-14 08:53:51.702232,0 days 00:00:14.170641,tanh,0.0,3,0.55,COMPLETE
2639,2639,0.6447123885154724,2026-03-14 08:53:51.881274,2026-03-14 08:54:06.436833,0 days 00:00:14.555559,sigmoid,0.0,3,0.5,COMPLETE
2640,2640,0.49216851592063904,2026-03-14 08:54:06.607506,2026-03-14 08:54:21.205649,0 days 00:00:14.598143,tanh,0.0,3,0.5,COMPLETE
2641,2641,0.46940144896507263,2026-03-14 08:54:21.404943,2026-03-14 08:54:35.932879,0 days 00:00:14.527936,tanh,0.0,3,0.55,COMPLETE
2642,2642,0.478625625371933,2026-03-14 08:54:36.122919,2026-03-14 08:54:50.545094,0 days 00:00:14.422175,tanh,0.0,2,0.5,COMPLETE
2643,2643,0.47781896591186523,2026-03-14 08:54:50.713341,2026-03-14 08:55:05.368959,0 days 00:00:14.655618,tanh,0.05,3,0.6,COMPLETE
2644,2644,0.5242430567741394,2026-03-14 08:55:05.559494,2026-03-14 08:55:20.183900,0 days 00:00:14.624406,tanh,0.0,3,0.5,COMPLETE
2645,2645,0.5049975514411926,2026-03-14 08:55:20.360924,2026-03-14 08:55:35.127475,0 days 00:00:14.766551,tanh,0.0,3,0.55,COMPLETE
2646,2646,0.47765839099884033,2026-03-14 08:55:35.294462,2026-03-14 08:55:49.614565,0 days 00:00:14.320103,tanh,0.0,3,0.5,COMPLETE
2647,2647,0.4871141314506531,2026-03-14 08:55:49.789591,2026-03-14 08:56:04.102873,0 days 00:00:14.313282,tanh,0.0,3,0.6,COMPLETE
2648,2648,0.4045431315898895,2026-03-14 08:56:04.321981,2026-03-14 08:56:18.529940,0 days 00:00:14.207959,tanh,0.0,3,0.5,COMPLETE
2649,2649,0.4545595049858093,2026-03-14 08:56:18.712020,2026-03-14 08:56:32.990377,0 days 00:00:14.278357,tanh,0.0,3,0.55,COMPLETE
2650,2650,0.42954322695732117,2026-03-14 08:56:33.166540,2026-03-14 08:56:47.427777,0 days 00:00:14.261237,tanh,0.0,3,0.5,COMPLETE
2651,2651,0.4781290888786316,2026-03-14 08:56:47.590696,2026-03-14 08:57:01.454899,0 days 00:00:13.864203,relu,0.0,3,0.5,COMPLETE
2652,2652,0.43828102946281433,2026-03-14 08:57:01.788120,2026-03-14 08:57:16.331169,0 days 00:00:14.543049,tanh,0.0,3,0.5,COMPLETE
2653,2653,0.4708094000816345,2026-03-14 08:57:16.511206,2026-03-14 08:57:30.727151,0 days 00:00:14.215945,tanh,0.0,3,0.55,COMPLETE
2654,2654,0.6420406699180603,2026-03-14 08:57:30.906680,2026-03-14 08:57:45.745582,0 days 00:00:14.838902,tanh,0.0,6,0.6,COMPLETE
2655,2655,0.4131314754486084,2026-03-14 08:57:45.935670,2026-03-14 08:58:00.210211,0 days 00:00:14.274541,tanh,0.0,3,0.55,COMPLETE
2656,2656,0.4441702365875244,2026-03-14 08:58:00.390294,2026-03-14 08:58:14.816445,0 days 00:00:14.426151,tanh,0.0,3,0.5,COMPLETE
2657,2657,0.45595505833625793,2026-03-14 08:58:14.999511,2026-03-14 08:58:29.615473,0 days 00:00:14.615962,tanh,0.05,3,0.5,COMPLETE
2658,2658,0.43845099210739136,2026-03-14 08:58:29.765001,2026-03-14 08:58:43.782168,0 days 00:00:14.017167,tanh,0.0,3,0.5,COMPLETE
2659,2659,0.42039820551872253,2026-03-14 08:58:44.142232,2026-03-14 08:58:58.471957,0 days 00:00:14.329725,tanh,0.0,3,0.5,COMPLETE
2660,2660,0.5204986333847046,2026-03-14 08:58:58.670981,2026-03-14 08:59:12.975645,0 days 00:00:14.304664,tanh,0.0,3,0.5,COMPLETE
2661,2661,0.6421589255332947,2026-03-14 08:59:13.170840,2026-03-14 08:59:27.947948,0 days 00:00:14.777108,sigmoid,0.05,3,0.55,COMPLETE
2662,2662,0.4422239363193512,2026-03-14 08:59:28.118053,2026-03-14 08:59:42.766112,0 days 00:00:14.648059,tanh,0.35000000000000003,3,0.6,COMPLETE
2663,2663,0.4436988830566406,2026-03-14 08:59:42.939146,2026-03-14 08:59:57.448659,0 days 00:00:14.509513,tanh,0.0,4,0.5,COMPLETE
2664,2664,0.47370588779449463,2026-03-14 08:59:57.630195,2026-03-14 09:00:11.678818,0 days 00:00:14.048623,tanh,0.0,2,0.55,COMPLETE
2665,2665,0.4803601801395416,2026-03-14 09:00:11.870362,2026-03-14 09:00:26.085962,0 days 00:00:14.215600,tanh,0.0,3,0.5,COMPLETE
2666,2666,0.4721715450286865,2026-03-14 09:00:26.261507,2026-03-14 09:00:40.666322,0 days 00:00:14.404815,tanh,0.0,3,0.5,COMPLETE
2667,2667,0.4655561149120331,2026-03-14 09:00:40.841369,2026-03-14 09:00:55.060937,0 days 00:00:14.219568,tanh,0.0,3,0.6,COMPLETE
2668,2668,0.45752349495887756,2026-03-14 09:00:55.226066,2026-03-14 09:01:09.941471,0 days 00:00:14.715405,tanh,0.0,3,0.5,COMPLETE
2669,2669,0.5166842937469482,2026-03-14 09:01:10.109493,2026-03-14 09:01:24.570616,0 days 00:00:14.461123,tanh,0.05,3,0.5,COMPLETE
2670,2670,0.47051817178726196,2026-03-14 09:01:24.761638,2026-03-14 09:01:39.500394,0 days 00:00:14.738756,tanh,0.0,3,0.55,COMPLETE
2671,2671,0.4645276665687561,2026-03-14 09:01:39.681926,2026-03-14 09:01:53.859941,0 days 00:00:14.178015,tanh,0.0,3,0.5,COMPLETE
2672,2672,0.4240657091140747,2026-03-14 09:01:54.039479,2026-03-14 09:02:08.637903,0 days 00:00:14.598424,tanh,0.0,3,0.5,COMPLETE
2673,2673,0.5139972567558289,2026-03-14 09:02:08.836930,2026-03-14 09:02:23.083012,0 days 00:00:14.246082,relu,0.0,3,0.55,COMPLETE
2674,2674,0.46651095151901245,2026-03-14 09:02:23.267634,2026-03-14 09:02:37.466162,0 days 00:00:14.198528,tanh,0.0,3,0.5,COMPLETE
2675,2675,0.47630372643470764,2026-03-14 09:02:37.831819,2026-03-14 09:02:51.969243,0 days 00:00:14.137424,tanh,0.0,3,0.6,COMPLETE
2676,2676,0.5043845772743225,2026-03-14 09:02:52.167536,2026-03-14 09:03:06.512084,0 days 00:00:14.344548,tanh,0.0,3,0.5,COMPLETE
2677,2677,0.42784321308135986,2026-03-14 09:03:06.676598,2026-03-14 09:03:21.085561,0 days 00:00:14.408963,tanh,0.0,3,0.55,COMPLETE
2678,2678,0.4651733934879303,2026-03-14 09:03:21.254704,2026-03-14 09:03:35.582756,0 days 00:00:14.328052,tanh,0.05,3,0.5,COMPLETE
2679,2679,0.44229206442832947,2026-03-14 09:03:35.757286,2026-03-14 09:03:50.413244,0 days 00:00:14.655958,tanh,0.0,3,0.5,COMPLETE
2680,2680,0.4471112787723541,2026-03-14 09:03:50.588269,2026-03-14 09:04:04.875020,0 days 00:00:14.286751,tanh,0.0,3,0.6,COMPLETE
2681,2681,0.45545700192451477,2026-03-14 09:04:05.055649,2026-03-14 09:04:19.386294,0 days 00:00:14.330645,tanh,0.0,3,0.5,COMPLETE
2682,2682,0.6432122588157654,2026-03-14 09:04:19.563355,2026-03-14 09:04:34.236454,0 days 00:00:14.673099,sigmoid,0.0,3,0.55,COMPLETE
2683,2683,0.4675338864326477,2026-03-14 09:04:34.398685,2026-03-14 09:04:48.594708,0 days 00:00:14.196023,tanh,0.0,3,0.5,COMPLETE
2684,2684,0.46610915660858154,2026-03-14 09:04:48.752230,2026-03-14 09:05:03.043614,0 days 00:00:14.291384,tanh,0.0,3,0.55,COMPLETE
2685,2685,0.4608887732028961,2026-03-14 09:05:03.223278,2026-03-14 09:05:17.986760,0 days 00:00:14.763482,tanh,0.05,3,0.5,COMPLETE
2686,2686,0.4217697083950043,2026-03-14 09:05:18.165960,2026-03-14 09:05:32.732385,0 days 00:00:14.566425,tanh,0.0,4,0.5,COMPLETE
2687,2687,0.48197388648986816,2026-03-14 09:05:32.974471,2026-03-14 09:05:47.232540,0 days 00:00:14.258069,tanh,0.15000000000000002,2,0.5,COMPLETE
2688,2688,0.46474963426589966,2026-03-14 09:05:47.425374,2026-03-14 09:06:01.829144,0 days 00:00:14.403770,tanh,0.0,3,0.55,COMPLETE
2689,2689,0.45599043369293213,2026-03-14 09:06:02.023180,2026-03-14 09:06:16.599790,0 days 00:00:14.576610,tanh,0.0,3,0.5,COMPLETE
2690,2690,0.4619137942790985,2026-03-14 09:06:16.793848,2026-03-14 09:06:31.169567,0 days 00:00:14.375719,tanh,0.0,3,0.6,COMPLETE
2691,2691,0.4638763964176178,2026-03-14 09:06:31.344602,2026-03-14 09:06:46.020997,0 days 00:00:14.676395,tanh,0.0,3,0.5,COMPLETE
2692,2692,0.46888262033462524,2026-03-14 09:06:46.249775,2026-03-14 09:07:00.623840,0 days 00:00:14.374065,tanh,0.0,3,0.55,COMPLETE
2693,2693,0.9708706736564636,2026-03-14 09:07:00.801400,2026-03-14 09:07:16.676129,0 days 00:00:15.874729,tanh,0.05,8,0.5,COMPLETE
2694,2694,0.45629262924194336,2026-03-14 09:07:16.847164,2026-03-14 09:07:31.305987,0 days 00:00:14.458823,tanh,0.0,3,0.6,COMPLETE
2695,2695,0.4948371946811676,2026-03-14 09:07:31.481011,2026-03-14 09:07:45.876236,0 days 00:00:14.395225,relu,0.30000000000000004,3,0.5,COMPLETE
2696,2696,0.4595637023448944,2026-03-14 09:07:46.062260,2026-03-14 09:08:00.620780,0 days 00:00:14.558520,tanh,0.0,3,0.55,COMPLETE
2697,2697,0.46394142508506775,2026-03-14 09:08:00.809852,2026-03-14 09:08:15.599406,0 days 00:00:14.789554,tanh,0.45,3,0.5,COMPLETE
2698,2698,0.5112127065658569,2026-03-14 09:08:15.786480,2026-03-14 09:08:30.199656,0 days 00:00:14.413176,tanh,0.0,3,0.5,COMPLETE
2699,2699,0.44446977972984314,2026-03-14 09:08:30.380219,2026-03-14 09:08:44.724780,0 days 00:00:14.344561,tanh,0.0,3,0.65,COMPLETE
2700,2700,0.40877097845077515,2026-03-14 09:08:44.901494,2026-03-14 09:08:59.476563,0 days 00:00:14.575069,tanh,0.0,3,0.6,COMPLETE
2701,2701,0.4609919488430023,2026-03-14 09:08:59.690644,2026-03-14 09:09:13.896009,0 days 00:00:14.205365,tanh,0.0,3,0.6,COMPLETE
2702,2702,0.4756454825401306,2026-03-14 09:09:14.072632,2026-03-14 09:09:28.109433,0 days 00:00:14.036801,tanh,0.0,3,0.6,COMPLETE
2703,2703,0.4563874304294586,2026-03-14 09:09:28.484874,2026-03-14 09:09:43.003347,0 days 00:00:14.518473,tanh,0.0,3,0.6,COMPLETE
2704,2704,0.648495078086853,2026-03-14 09:09:43.204073,2026-03-14 09:09:57.660557,0 days 00:00:14.456484,sigmoid,0.05,3,0.6,COMPLETE
2705,2705,0.6515859961509705,2026-03-14 09:09:57.842902,2026-03-14 09:10:12.453833,0 days 00:00:14.610931,tanh,0.0,5,0.6,COMPLETE
2706,2706,0.44683805108070374,2026-03-14 09:10:12.645361,2026-03-14 09:10:27.192506,0 days 00:00:14.547145,tanh,0.0,3,0.6,COMPLETE
2707,2707,0.4662516415119171,2026-03-14 09:10:27.396043,2026-03-14 09:10:41.683531,0 days 00:00:14.287488,tanh,0.0,3,0.6,COMPLETE
2708,2708,0.4712635278701782,2026-03-14 09:10:41.858052,2026-03-14 09:10:56.281896,0 days 00:00:14.423844,tanh,0.2,3,0.6,COMPLETE
2709,2709,0.49184051156044006,2026-03-14 09:10:56.456412,2026-03-14 09:11:11.024504,0 days 00:00:14.568092,tanh,0.0,3,0.6,COMPLETE
2710,2710,0.4656972587108612,2026-03-14 09:11:11.202695,2026-03-14 09:11:25.605394,0 days 00:00:14.402699,tanh,0.0,3,0.6,COMPLETE
2711,2711,0.5051487684249878,2026-03-14 09:11:25.781935,2026-03-14 09:11:40.294485,0 days 00:00:14.512550,tanh,0.0,2,0.6,COMPLETE
2712,2712,0.45353806018829346,2026-03-14 09:11:40.482058,2026-03-14 09:11:54.873768,0 days 00:00:14.391710,tanh,0.0,3,0.6,COMPLETE
2713,2713,0.45488154888153076,2026-03-14 09:11:55.057796,2026-03-14 09:12:09.491364,0 days 00:00:14.433568,tanh,0.1,3,0.6,COMPLETE
2714,2714,0.4328230023384094,2026-03-14 09:12:09.666404,2026-03-14 09:12:24.152709,0 days 00:00:14.486305,tanh,0.0,3,0.6,COMPLETE
2715,2715,0.458916038274765,2026-03-14 09:12:24.332822,2026-03-14 09:12:38.526619,0 days 00:00:14.193797,tanh,0.0,3,0.6,COMPLETE
2716,2716,0.4381750226020813,2026-03-14 09:12:38.705149,2026-03-14 09:12:53.564994,0 days 00:00:14.859845,tanh,0.05,4,0.6,COMPLETE
2717,2717,0.4710918664932251,2026-03-14 09:12:53.926061,2026-03-14 09:13:08.163772,0 days 00:00:14.237711,relu,0.0,3,0.6,COMPLETE
2718,2718,0.42266684770584106,2026-03-14 09:13:08.355466,2026-03-14 09:13:22.452428,0 days 00:00:14.096962,tanh,0.0,3,0.6,COMPLETE
2719,2719,0.43368610739707947,2026-03-14 09:13:22.643947,2026-03-14 09:13:37.044835,0 days 00:00:14.400888,tanh,0.0,3,0.6,COMPLETE
2720,2720,0.48110535740852356,2026-03-14 09:13:37.225410,2026-03-14 09:13:51.525722,0 days 00:00:14.300312,tanh,0.0,3,0.6,COMPLETE
2721,2721,0.47775694727897644,2026-03-14 09:13:51.701767,2026-03-14 09:14:06.409190,0 days 00:00:14.707423,tanh,0.05,3,0.6,COMPLETE
2722,2722,0.453795850276947,2026-03-14 09:14:06.586010,2026-03-14 09:14:20.959324,0 days 00:00:14.373314,tanh,0.0,3,0.6,COMPLETE
2723,2723,0.4649273157119751,2026-03-14 09:14:21.153361,2026-03-14 09:14:35.422540,0 days 00:00:14.269179,tanh,0.0,3,0.65,COMPLETE
2724,2724,0.4634239971637726,2026-03-14 09:14:35.619566,2026-03-14 09:14:49.847179,0 days 00:00:14.227613,tanh,0.0,3,0.6,COMPLETE
2725,2725,0.5001873970031738,2026-03-14 09:14:49.997206,2026-03-14 09:15:04.144842,0 days 00:00:14.147636,tanh,0.0,3,0.6,COMPLETE
2726,2726,0.6426531672477722,2026-03-14 09:15:04.315957,2026-03-14 09:15:19.139043,0 days 00:00:14.823086,sigmoid,0.0,3,0.6,COMPLETE
2727,2727,0.44117239117622375,2026-03-14 09:15:19.285624,2026-03-14 09:15:33.697256,0 days 00:00:14.411632,tanh,0.05,3,0.6,COMPLETE
2728,2728,0.44652870297431946,2026-03-14 09:15:33.896991,2026-03-14 09:15:48.364964,0 days 00:00:14.467973,tanh,0.0,3,0.6,COMPLETE
2729,2729,0.43234801292419434,2026-03-14 09:15:48.493482,2026-03-14 09:16:02.836390,0 days 00:00:14.342908,tanh,0.0,3,0.6,COMPLETE
2730,2730,0.4370562732219696,2026-03-14 09:16:03.005028,2026-03-14 09:16:17.583215,0 days 00:00:14.578187,tanh,0.0,3,0.6,COMPLETE
2731,2731,0.642958402633667,2026-03-14 09:16:17.728726,2026-03-14 09:16:32.457551,0 days 00:00:14.728825,tanh,0.0,6,0.6,COMPLETE
2732,2732,0.4862340986728668,2026-03-14 09:16:32.642309,2026-03-14 09:16:46.987864,0 days 00:00:14.345555,tanh,0.0,3,0.6,COMPLETE
2733,2733,0.48763203620910645,2026-03-14 09:16:47.157080,2026-03-14 09:17:01.576769,0 days 00:00:14.419689,tanh,0.0,3,0.6,COMPLETE
2734,2734,0.5019018650054932,2026-03-14 09:17:01.778598,2026-03-14 09:17:15.932258,0 days 00:00:14.153660,tanh,0.0,3,0.6,COMPLETE
2735,2735,0.4620090126991272,2026-03-14 09:17:16.075806,2026-03-14 09:17:30.291918,0 days 00:00:14.216112,tanh,0.0,3,0.6,COMPLETE
2736,2736,0.5093043446540833,2026-03-14 09:17:30.509947,2026-03-14 09:17:45.201873,0 days 00:00:14.691926,tanh,0.05,3,0.6,COMPLETE
2737,2737,0.43914633989334106,2026-03-14 09:17:45.350384,2026-03-14 09:17:59.948089,0 days 00:00:14.597705,tanh,0.0,3,0.65,COMPLETE
2738,2738,0.4324245750904083,2026-03-14 09:18:00.123128,2026-03-14 09:18:14.824178,0 days 00:00:14.701050,tanh,0.0,3,0.6,COMPLETE
